feature,mean,scale
SMA14,182.14703760244961,16.302039194484873
SMA50,178.52229417031648,14.277741302638933
RSI14,55.33079206457254,13.176679876753113
MACD,1.385351229282618,2.9954834092120235
BollingerW,0.10058440917533569,0.03847056798715759
Deviation,0.0073509888542676515,0.028947429590455268
VolumeChange,0.04252961158684463,0.32430305129248804
HL_Range,0.016880680346909104,0.008329591403813253
